일련번호,보유기술
DEV10340,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Angular.js;Google Cloud Platform;Firebase
DEV10341,Bash/Shell;JavaScript;Python;Docker;Git;Django;Flask;React.js;AWS;PostgreSQL
DEV10342,Elixir;HTML/CSS;JavaScript;Ruby;SQL;Docker;Kubernetes;Terraform;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;Heroku;PostgreSQL;Redis
DEV10343,Groovy;Java;JavaScript;Python;TypeScript;Git;Yarn;Django;React.js;Vue.js;Google Cloud Platform;Firebase;Microsoft SQL Server;MySQL;Oracle
DEV10344,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Oracle
DEV10345,C#;HTML/CSS;JavaScript;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Elasticsearch;Microsoft SQL Server
DEV10346,Assembly;Bash/Shell;C;C++;Groovy;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL;Docker;Git;Flask;AWS;MariaDB;SQLite
DEV10347,C;C++;Go;HTML/CSS;JavaScript;Matlab;Perl;Python;Git;jQuery;AWS;Microsoft Azure;MySQL;Oracle;SQLite
DEV10348,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Flask;React.js;Vue.js;AWS;DigitalOcean;Heroku;Elasticsearch;MySQL;PostgreSQL
DEV10349,Bash/Shell;HTML/CSS;JavaScript;Matlab;Node.js;Python;SQL;Deno;Docker;Git;Kubernetes;Django;Express;Flask;jQuery;DigitalOcean;Google Cloud Platform;Heroku;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite
DEV10350,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;LISP;Node.js;Objective-C;PHP;PowerShell;Python;Ruby;Scala;SQL;TypeScript;Docker;Git;ASP.NET;ASP.NET Core ;Express;jQuery;Ruby on Rails;Spring;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis
DEV10351,C#;Java;Python;Docker;Git;ASP.NET Core ;Ruby on Rails;Spring;AWS;MySQL;PostgreSQL
DEV10352,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;AWS;Microsoft SQL Server;PostgreSQL;SQLite
DEV10353,Bash/Shell;Clojure;Elixir;Haskell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript;Ansible;Docker;Git;Yarn;React.js;Svelte;DigitalOcean;Google Cloud Platform;Microsoft Azure;PostgreSQL;SQLite
DEV10354,HTML/CSS;JavaScript;PHP;SQL;jQuery;MySQL
DEV10355,Bash/Shell;C;C++;Python;Rust;Docker;Git;Google Cloud Platform;PostgreSQL
DEV10356,HTML/CSS;JavaScript;TypeScript;Git;Yarn;React.js;AWS;Google Cloud Platform
DEV10357,C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server
DEV10358,Bash/Shell;Java;Python;Git;Spring;AWS;DynamoDB
DEV10359,Matlab;Python;R
DEV10360,HTML/CSS;Python;Docker;Git;Flask;AWS;SQLite
DEV10361,HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA;Docker;Git;Kubernetes;Express;jQuery;Microsoft Azure;Cassandra;Couchbase;Microsoft SQL Server;PostgreSQL;Redis
DEV10362,HTML/CSS;JavaScript;Git;Yarn;React.js
DEV10363,C#;HTML/CSS;JavaScript;PHP;SQL;Git;ASP.NET;Drupal;React.js;Microsoft Azure;Microsoft SQL Server
DEV10364,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL;Git;Express;React.js;Vue.js;AWS;PostgreSQL;Redis;SQLite
DEV10365,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Git;Angular;Express;Gatsby;Google Cloud Platform;Firebase;MongoDB;MySQL;SQLite
DEV10366,Bash/Shell;C;C++;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Docker;Git;Django;jQuery;Symfony;Elasticsearch;MariaDB;MongoDB;PostgreSQL;SQLite
DEV10367,C#;PowerShell;SQL;Git;IBM DB2;Microsoft SQL Server
DEV10368,HTML/CSS;JavaScript;Node.js;TypeScript;Angular.js;Express;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;PostgreSQL
DEV10369,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Node.js;Objective-C;TypeScript;Git;Yarn;Express;Gatsby;React.js;AWS;DynamoDB;Firebase;MongoDB;PostgreSQL;SQLite
DEV10370,HTML/CSS;JavaScript;Node.js;Python;Scala;Ansible;Docker;Git;Kubernetes;Yarn;Angular.js;Express;Flask;Gatsby;jQuery;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;MongoDB;Redis;SQLite
DEV10371,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;VBA;Docker;Git;Kubernetes;Yarn;ASP.NET;ASP.NET Core ;Express;Gatsby;jQuery;Spring;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis
DEV10372,Groovy;Java;SQL;Docker;Git;Kubernetes;Terraform;Spring;AWS;Google Cloud Platform;MySQL
DEV10373,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;Git;Django;jQuery;Laravel;Ruby on Rails;DigitalOcean;Heroku;MySQL;PostgreSQL;SQLite
DEV10374,Assembly;C++;HTML/CSS;Java;JavaScript;Matlab;Python;Git;Yarn;React.js;AWS
DEV10375,Assembly;Bash/Shell;C#;C++;HTML/CSS;JavaScript;Objective-C;Perl;Python;VBA;Git;AWS;Google Cloud Platform;Microsoft Azure
DEV10376,Bash/Shell;Groovy;Java;Node.js;PowerShell;Python;SQL;Docker;Git;Spring;Vue.js;AWS;Microsoft Azure;DynamoDB;Oracle;PostgreSQL
DEV10377,Bash/Shell;C#;Go;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Angular;ASP.NET Core ;Express;React.js;Google Cloud Platform;Microsoft Azure;MongoDB;Redis
DEV10378,Bash/Shell;C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;IBM DB2;Microsoft SQL Server
DEV10379,Bash/Shell;C++;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Express;Microsoft Azure;Firebase;MongoDB;MySQL;Redis
DEV10380,C;Ruby;Git
DEV10381,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server
DEV10382,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Node.js;Ruby;SQL;Swift;Git;Yarn;React.js;Ruby on Rails;AWS;Heroku;PostgreSQL;SQLite
DEV10383,Python;SQL;TypeScript;Git;Django;React.js;Ruby on Rails;Microsoft SQL Server;PostgreSQL
DEV10384,Bash/Shell;Elixir;HTML/CSS;JavaScript;Node.js;Ruby;SQL;Docker;Git;Terraform;Ruby on Rails;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV10385,Bash/Shell;C;HTML/CSS;JavaScript;Node.js;Perl;Python;Docker;Git;Django;Flask;jQuery;Vue.js;AWS;Google Cloud Platform;MySQL;PostgreSQL;SQLite
DEV10386,HTML/CSS;JavaScript;Node.js;PHP;SQL;React.js;Google Cloud Platform;MySQL
DEV10387,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Ruby;SQL;Docker;Git;Kubernetes;Yarn;Angular;Angular.js;jQuery;React.js;Ruby on Rails;Vue.js;AWS;Heroku;PostgreSQL;Redis;SQLite
DEV10388,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;TypeScript;Docker;Express;React.js;Ruby on Rails;AWS;Heroku;Couchbase;PostgreSQL;Redis
DEV10389,VBA;Microsoft SQL Server
DEV10390,Bash/Shell;Python;Git;SQLite
DEV10391,HTML/CSS;Java;JavaScript;Node.js;Python;Git;React.js;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server
DEV10392,Bash/Shell;Perl;PowerShell;Docker
DEV10393,HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript;Docker;Git;Express;React.js;Vue.js;AWS;MariaDB;MySQL;SQLite
DEV10394,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;Angular;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Couchbase;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis
DEV10395,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Angular;Angular.js;Express;Google Cloud Platform;MariaDB;MySQL;SQLite
DEV10396,C#;HTML/CSS;JavaScript;SQL;Angular.js;ASP.NET;jQuery;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server
DEV10397,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Angular;Express;DigitalOcean;Google Cloud Platform;Firebase;MySQL
DEV10398,HTML/CSS;JavaScript;PHP;Ruby;SQL;Docker;Git;Yarn;jQuery;Laravel;React.js;Svelte;DigitalOcean;Heroku;MariaDB;MySQL
DEV10399,C#;Java;JavaScript;PHP;Ruby;Swift;Docker;Git;jQuery;Laravel;Ruby on Rails;Vue.js;MySQL;Oracle
DEV10400,Java;Kotlin;Python;Git
DEV10401,Elixir;HTML/CSS;Docker;Git;AWS;Heroku;PostgreSQL
DEV10402,Java;SQL;Docker;Git;AWS;MySQL
DEV10403,C#;C++;JavaScript;PowerShell;SQL;Git;ASP.NET;ASP.NET Core ;Microsoft SQL Server
DEV10404,Bash/Shell;Go;PowerShell;Python;Ruby;Ansible;Docker;Git;Terraform;AWS;Google Cloud Platform;PostgreSQL
DEV10405,HTML/CSS;JavaScript;Ruby;SQL;Git;Yarn;jQuery;Ruby on Rails;Vue.js;Heroku;PostgreSQL;Redis;SQLite
DEV10406,C++;JavaScript;TypeScript;Git
DEV10407,HTML/CSS;JavaScript;Python;SQL;Docker;Git;Django;Flask;React.js;Google Cloud Platform;PostgreSQL;Redis;SQLite
DEV10408,C#;HTML/CSS;JavaScript;SQL;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;Redis
DEV10409,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript;Docker;Git;Yarn;Angular;ASP.NET;ASP.NET Core ;Express;Gatsby;jQuery;React.js;AWS;Google Cloud Platform;Heroku;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL
DEV10410,C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Docker;Git;Kubernetes;Xamarin;ASP.NET;ASP.NET Core ;Django;Flask;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis
DEV10411,C;C#;C++;HTML/CSS;JavaScript;PHP;SQL;ASP.NET;jQuery;DigitalOcean;Google Cloud Platform;Microsoft SQL Server;MySQL;Oracle
DEV10412,C;C++;Matlab;Python
DEV10413,
DEV10414,Bash/Shell;C++;HTML/CSS;JavaScript;Python;TypeScript;jQuery;MySQL
DEV10415,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA;Git;Unity 3D;Angular;Django;React.js;Heroku;MySQL;SQLite
DEV10416,Java;Ansible;Git;Spring;Cassandra;Oracle
DEV10417,Clojure;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;React.js;DigitalOcean;PostgreSQL
DEV10418,HTML/CSS;JavaScript;Node.js;Python;Docker;Git;Kubernetes;Unity 3D;Yarn;Express;React.js;Vue.js;Google Cloud Platform;Firebase
DEV10419,Bash/Shell;C++;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;Ansible;Git;Drupal;Express;Flask;jQuery;Ruby on Rails;Spring;Symfony;Google Cloud Platform;Heroku;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite
DEV10420,C;C++;Java;JavaScript;Git;Microsoft Azure;MongoDB;MySQL;Oracle
DEV10421,HTML/CSS;Java;JavaScript;PHP;Python;SQL;Git;jQuery;Laravel;AWS;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite
DEV10422,Bash/Shell;Go;PowerShell;Python;SQL;Docker;Git;Kubernetes;Django;Heroku;IBM DB2;MariaDB;MySQL;Oracle;SQLite
DEV10423,HTML/CSS;JavaScript;PHP;Python;Git;Django;jQuery;Laravel;React.js;AWS;Heroku;MySQL;SQLite
DEV10424,Python;Git;Microsoft Azure
DEV10425,Java
DEV10426,Clojure;Go;Java;JavaScript;LISP;Ansible;Git;Google Cloud Platform;MongoDB
DEV10427,Bash/Shell;Java;Perl;Python;Scala;SQL;Ansible;Docker;Git;Kubernetes;Terraform;AWS;PostgreSQL;SQLite
DEV10428,HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Yarn;jQuery;Laravel;React.js;AWS;DigitalOcean;Google Cloud Platform;DynamoDB;Elasticsearch;MariaDB;MySQL;SQLite
DEV10429,Bash/Shell;Python;SQL;Docker;Git;Puppet;Terraform;AWS;DigitalOcean;MySQL;Oracle;SQLite
DEV10430,C++;Python;Docker;Git;Kubernetes;MySQL
DEV10431,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Yarn;Laravel;AWS;DigitalOcean;Google Cloud Platform;MariaDB;MySQL
DEV10432,HTML/CSS;JavaScript;Node.js;Python;SQL;Docker;Git;Express;Flask;jQuery;React.js;AWS;Heroku;Firebase;MongoDB;MySQL;PostgreSQL
DEV10433,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;Angular;Angular.js;AWS;MySQL
DEV10434,C#;C++;JavaScript;Xamarin;Angular.js;ASP.NET;ASP.NET Core ;React.js;Microsoft SQL Server;MySQL;SQLite
DEV10435,C;HTML/CSS;Java;JavaScript;Node.js;Git;Yarn;Express;FastAPI;jQuery;React.js;Spring;AWS;Google Cloud Platform;Heroku;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis
DEV10436,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Angular;Spring;Heroku;Firebase;MongoDB;MySQL;Oracle
DEV10437,C++;Go;Java;SQL;Docker;Git;Kubernetes;Terraform;Gatsby;AWS;Cassandra;DynamoDB;Elasticsearch;MariaDB;MySQL;Redis
DEV10438,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;Django;Drupal;Express;jQuery;Laravel;Spring;Symfony;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Firebase;MariaDB;PostgreSQL
DEV10439,Groovy;Java;Git;Oracle
DEV10440,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Yarn;Angular;Express;Flask;jQuery;React.js;Spring;AWS;Google Cloud Platform;Heroku;MySQL;PostgreSQL;Redis
DEV10441,C#;Microsoft SQL Server
DEV10442,Python;Git;AWS;SQLite
DEV10443,HTML/CSS;JavaScript;Git;React.js;Firebase;MongoDB
DEV10444,Clojure;HTML/CSS;SQL;Git;React.js;PostgreSQL
DEV10445,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Node.js;PowerShell;TypeScript;Docker;Git;Kubernetes;Terraform;Xamarin;Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;Microsoft Azure;Microsoft SQL Server;Redis;SQLite
DEV10446,Java;JavaScript;Node.js;TypeScript;Docker;Git;React.js;Spring;MySQL;PostgreSQL
DEV10447,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Django;Express;jQuery;React.js;AWS;Heroku
DEV10448,HTML/CSS;JavaScript;PHP;Docker;Git;jQuery;MariaDB;MySQL
DEV10449,Dart;Java;Git;AWS;DigitalOcean;Google Cloud Platform;Firebase;MySQL;SQLite
DEV10450,Bash/Shell;Clojure;PHP;Python;Docker;Git;React.js;AWS;MySQL;PostgreSQL
DEV10451,Java;JavaScript;Scala;TypeScript;Docker;Flow;Kubernetes;Angular;Spring;Google Cloud Platform;Oracle
DEV10452,Bash/Shell;JavaScript;Node.js;Python;TypeScript;Git;Express;Google Cloud Platform;Cassandra;Elasticsearch;PostgreSQL
DEV10453,Go;Java;Python;Docker;Django;MariaDB;MySQL
DEV10454,Java;Ansible;Docker;Git;Unity 3D;jQuery;Microsoft Azure;MySQL
DEV10455,Bash/Shell;HTML/CSS;JavaScript;Node.js;Objective-C;PHP;Python;Ruby;Swift;Docker;Git;Django;jQuery;Laravel;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis
DEV10456,C;C++;Java;JavaScript;Matlab;PHP;Python;SQL;Git;Flask;jQuery;AWS;Heroku;Firebase;MariaDB;MySQL;Redis;SQLite
DEV10457,HTML/CSS;Java;JavaScript;PowerShell;Python;Git;Django;jQuery;Heroku
DEV10458,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Angular;Express;AWS
DEV10459,Elixir;JavaScript;Node.js;Ruby;TypeScript;Chef;Docker;Git;Yarn;Gatsby;React.js;Ruby on Rails;AWS;DigitalOcean;Heroku;PostgreSQL
DEV10460,Swift;Git;SQLite
DEV10461,JavaScript;Python;SQL;AWS;Microsoft SQL Server;MongoDB;MySQL
DEV10462,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;Git;Angular;Microsoft SQL Server;MySQL
DEV10463,C#;Go;Java;JavaScript;Node.js;PowerShell;Docker;Git;Kubernetes;Terraform;Angular;jQuery;React.js;Microsoft Azure;Cassandra;Microsoft SQL Server;MySQL;Oracle;PostgreSQL
DEV10464,Groovy;Java;Kotlin;Git;Google Cloud Platform;Elasticsearch;Firebase;MongoDB;MySQL
DEV10465,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Ruby;Chef;Docker;Django;jQuery;React.js;Ruby on Rails;AWS;Heroku;MySQL;PostgreSQL;Redis
DEV10466,Bash/Shell;C#;Go;Haskell;Node.js;Python;SQL;VBA;Docker;Git;Kubernetes;Django;Express;React.js;AWS;Google Cloud Platform;Couchbase;Elasticsearch;MariaDB;MongoDB;Redis;SQLite
DEV10467,C#;HTML/CSS;JavaScript;PowerShell;TypeScript;VBA;Docker;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite
DEV10468,Go;HTML/CSS;JavaScript;TypeScript;Git;Kubernetes;Yarn;React.js;AWS;Google Cloud Platform;DynamoDB;Elasticsearch;Firebase;MongoDB;Redis
DEV10469,C#;JavaScript;SQL;TypeScript;Docker;Git;Angular;ASP.NET Core ;AWS;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite
DEV10470,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Node.js;PowerShell;Python;TypeScript;Docker;Git;Kubernetes;Terraform;ASP.NET Core ;Flask;Microsoft Azure
DEV10471,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Ansible;Docker;Git;Kubernetes;Flask;React.js;Microsoft Azure;Elasticsearch
DEV10472,HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript;Git;Yarn;Express;jQuery;React.js;Microsoft Azure;Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite
DEV10473,JavaScript;Python;SQL;Git;Django;AWS;Heroku;PostgreSQL;Redis
DEV10474,HTML/CSS;JavaScript;PHP;jQuery
DEV10475,HTML/CSS;Java;SQL;Git;Spring;Cassandra;Couchbase;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis
DEV10476,PHP;Git;Laravel;Google Cloud Platform;MySQL
DEV10477,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Node.js;TypeScript;VBA;Docker;Git;Yarn;Angular;Angular.js;ASP.NET;Express;jQuery;Spring;AWS;Google Cloud Platform;Couchbase;DynamoDB;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite
DEV10478,Bash/Shell;Dart;Elixir;Node.js;Python;Ruby;Docker;Git;Yarn;FastAPI;Ruby on Rails;Vue.js;AWS;DigitalOcean;Heroku;DynamoDB;Firebase;PostgreSQL;Redis;SQLite
DEV10479,Java;Python;Docker;Git
DEV10480,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Ruby;Rust;SQL;Ansible;Chef;Docker;Git;Terraform;Yarn;Express;jQuery;React.js;Ruby on Rails;AWS;Heroku;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis
DEV10481,F#;JavaScript;TypeScript;Angular;SQLite
DEV10482,C;Go;HTML/CSS;Java;Julia;Python;R;SQL;Docker;Git;Kubernetes;Django;Flask;AWS;Google Cloud Platform;MySQL;PostgreSQL;Redis;SQLite
DEV10483,C;C++;HTML/CSS;JavaScript;PHP;SQL;Git;jQuery;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite
DEV10484,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Ansible;Docker;Git;Angular;Flask;Oracle;PostgreSQL;SQLite
DEV10485,C++;HTML/CSS;JavaScript;Matlab;PHP;Python;SQL;Git;Flask;jQuery;Symfony;DigitalOcean;Heroku;Microsoft Azure;MariaDB;MongoDB;Oracle
DEV10486,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Git;ASP.NET Core ;React.js;Microsoft Azure
DEV10487,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;Angular;Angular.js;ASP.NET;Express;Vue.js;AWS;DynamoDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL
DEV10488,JavaScript;Node.js;PHP;SQL;Git;Angular;Express;jQuery;React.js;AWS;MySQL
DEV10489,HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Swift;Git;Angular;Spring;Heroku;Firebase;MySQL;PostgreSQL;Redis;SQLite
DEV10490,C++;HTML/CSS;Java;JavaScript;Node.js;Ruby;Swift;TypeScript;Docker;Git;Yarn;Express;jQuery;React.js;Vue.js;MongoDB
DEV10491,Java;JavaScript;Git;React.js;Spring;Google Cloud Platform;Heroku;Microsoft SQL Server;MySQL
DEV10492,Bash/Shell;C#;Python;Ruby;Scala;SQL;Docker;Git;Unity 3D;Unreal Engine;Angular;ASP.NET;Ruby on Rails;AWS;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL
DEV10493,C;C++;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;R;SQL;VBA;Git;jQuery;Laravel;DigitalOcean;Google Cloud Platform;Heroku;MySQL;Oracle;PostgreSQL;SQLite
DEV10494,C;Dart;Elixir;HTML/CSS;JavaScript;Docker;Git;MongoDB;PostgreSQL
DEV10495,C#;Java;JavaScript;SQL;ASP.NET Core ;Spring;Microsoft Azure;Microsoft SQL Server
DEV10496,HTML/CSS;JavaScript;TypeScript;Docker;Git;Yarn;Angular;Angular.js;AWS;IBM Cloud or Watson;MySQL
DEV10497,JavaScript;PowerShell;Python;SQL;Docker;Git;Angular;Django;Heroku;Microsoft Azure;PostgreSQL;Redis;SQLite
DEV10498,HTML/CSS;JavaScript;Ruby;SQL;Docker;Git;Kubernetes;Terraform;Yarn;Ruby on Rails;DigitalOcean;Google Cloud Platform;Heroku;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite
DEV10499,HTML/CSS;JavaScript;Git;Yarn;Angular;React.js;Svelte;AWS;Google Cloud Platform;Heroku;MongoDB
DEV10500,Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;Python;Docker;Git;Yarn
DEV10501,HTML/CSS;Java;JavaScript;Node.js;PHP;Docker;Git;React.js;AWS;MongoDB;MySQL;Oracle;PostgreSQL
DEV10502,Xamarin;SQLite
DEV10503,HTML/CSS;JavaScript;Ruby;Ansible;Docker;Yarn;React.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;Heroku;PostgreSQL;Redis;SQLite
DEV10504,Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript;Ansible;Chef;Docker;Git;Kubernetes;Pulumi;Terraform;Xamarin;Yarn;Angular;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis
DEV10505,C#;Elixir;Go;HTML/CSS;JavaScript;Node.js;PowerShell;Python;R;Ansible;Deno;Docker;Git;Svelte;SQLite
DEV10506,Assembly;Bash/Shell;C;C++;Python;Git;AWS
DEV10507,Bash/Shell;C#;SQL;Git;Xamarin;ASP.NET;Microsoft Azure;Microsoft SQL Server;SQLite
DEV10508,Python;Git;Django;AWS;Heroku;MySQL;PostgreSQL;SQLite
DEV10509,HTML/CSS;JavaScript;PHP;Git;MySQL
DEV10510,Bash/Shell;Go;Node.js;PHP;Docker;Git;Kubernetes;Yarn;Symfony;AWS;Google Cloud Platform;Elasticsearch;MySQL;PostgreSQL;Redis
DEV10511,C#;HTML/CSS;JavaScript;SQL;TypeScript;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server
DEV10512,C#;HTML/CSS;JavaScript;TypeScript;Git;Angular;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server;Redis
DEV10513,Elixir;Groovy;HTML/CSS;JavaScript;PowerShell;Scala;Docker;Git;Angular.js;Express;jQuery;React.js;AWS;Heroku;Elasticsearch;MongoDB;PostgreSQL
DEV10514,Bash/Shell;Groovy;Java;JavaScript;Kotlin;Node.js;Python;Ansible;Chef;Docker;Git;Kubernetes;Puppet;Terraform;Unreal Engine;ASP.NET;ASP.NET Core ;Express;Spring;Vue.js;Couchbase;MariaDB;MySQL;PostgreSQL;SQLite
DEV10515,C;C++;HTML/CSS;Objective-C;Swift;Firebase;SQLite
DEV10516,Ruby;Docker;Git;React.js;Ruby on Rails;MySQL
DEV10517,C;Dart;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript;Git;Xamarin;Angular;Angular.js;Couchbase;Elasticsearch;Redis;SQLite
DEV10518,Bash/Shell;Go;Java;JavaScript;Node.js;Python;Ruby;TypeScript;Git;AWS;DynamoDB
DEV10519,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;TypeScript;Docker;Git;Angular;Express;FastAPI;Flask;React.js;Svelte;Vue.js;Couchbase;MongoDB;MySQL;Redis
DEV10520,Bash/Shell;C#;Dart;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Docker;Git;Kubernetes;Terraform;Unity 3D;Yarn;Angular;React.js;Symfony;AWS;PostgreSQL;Redis
DEV10521,C;C++;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Kubernetes;Express;Gatsby;React.js;Spring;Vue.js;AWS;Heroku;IBM Cloud or Watson;Microsoft Azure;Firebase;MongoDB;PostgreSQL;SQLite
DEV10522,Python;Ansible;Docker;Git;AWS;Elasticsearch;MongoDB
DEV10523,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Git;Angular;Angular.js;Express;Microsoft Azure;SQLite
DEV10524,C#;Swift;Git;Unity 3D
